Branch,Doc_Date,Document_No,LC_Date,LC_Number,Customer_Name,Customer_Invoice No.,Overseas_Bank_Name,Drawee,Curr,Loan_Advance,Net_Amount,Bill_Amount,Amount_Realised,Balance,Bill_Due_Date,Accepted_Due_Date,Payment_Tenor,Goods,Country,Shipping_Bill_No, Shipping_Bill_Date, InvoiceNo, InvoiceDate,GR_PP CUST NO , PortCode, Shipping Bill Currency, Shipping Bill Amount,Customer_AccountNo,Swift,IFSC,Bank_Country,Dispatch_Indicator,Notes
6770001,01/01/2018,BLU/792/176392,06/10/2017,0002ILC00013618,ICICI BANK LIMITED-HINDALCO,12317000818,ICICI BANK LTD.,ABB INDIA LIMITED,INR,N,0,9862355,0,9862355,04/01/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792345678,ICIC0000002,,IN,,BCU/792/176482,
6770001,16/09/2015,BCU/792/155505,,,CLARIS OTSUKA PRIVATE LIMITED,2509000022,BANESCO BANCO UNIVERSAL -AV.,COMERCIALIZADORA NEOPHARMA DE VENEZUELA - C.A.,USD,N,0,55800,0,55800,04/03/2016,,115 Days D/A,DRUGS-PHARMACUTES & FINE CHEMICALS,VENEZUELA,2750949,01/09/2015,2501000040,31/08/2015,,INSAU6,USD,55800,H10792102278,,,VE,,DHL NO. 816 7809 112,
6770001,19/12/2022,BBA/792/225002,,,ASAHI INDIA GLASS LTD,AIS/POST/9123,NORDEA BANK FINLAND LTD -,JOPTEK OY COMPOSITES,EUR,N,0,325000,0,325000,19/12/2022,,Sight,GLASS/ GLASS WARE/ CERAMICS/ REFRA COMMODITY,FINLAND,,,,,,,,,H10792300004,UNITFIHH,,FI,Non-Dispatch,156326,
6770001,11/01/2016,BCU/792/165030,,,CLARIS OTSUKA PRIVATE LIMITED,2509000142,BANESCO BANCO UNIVERSAL -AV.,COMERCIALIZADORA NEOPHARMA DE VENEZUELA - C.A.,USD,N,0,55798.81,0,55798.81,03/08/2016,,205 Others,DRUGS-PHARMACUTES & FINE CHEMICALS,VENEZUELA,4933594,26/12/2015,2501000305,24/12/2015,,INSAU6,USD,55798.81,H10792102278,,,VE,,,
6770001,16/10/2015,BCU/792/155601,,,CLARIS OTSUKA PRIVATE LIMITED,2509000053 / 54,BANESCO BANCO UNIVERSAL -AV.,COMERCIALIZADORA NEOPHARMA DE VENEZUELA - C.A.,USD,N,0,55800,0,55800,08/02/2016,,115 Days Sight,DRUGS-PHARMACUTES & FINE CHEMICALS,VENEZUELA,3114861,21/09/2015,2501000088-0089,19/09/2015,,INSAU6,USD,55800,H10792102278,,,VE,,dhl 494 7292 770,
6770001,23/11/2015,BCU/792/155740,,,CLARIS OTSUKA PRIVATE LIMITED,2509000072/73,BANESCO BANCO UNIVERSAL -AV.,COMERCIALIZADORA NEOPHARMA DE VENEZUELA - C.A.,USD,N,0,50397.6,0,50397.6,18/01/2016,,0 Others,DRUGS-PHARMACUTES & FINE CHEMICALS,VENEZUELA,3571437,15/10/2015,2501000153TO154,14/10/2015,,INSAU6,USD,50397.6,H10792102278,,,VE,,DHL 495 1424 590,
6770001,12/02/2018,BLU/792/176446,07/12/2017,0004LCO-0008374,AXIS BANK LTD HIND ALUMINIUM,HAIL/CONDR/932/17-18,AXIS BANK LTD,CHHATTISGARH-WR TRANSMISSION LIMITED,INR,Y,8784051,9369230,0,9369230,07/12/2018,,0 Others,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792120218,UTIB0000004,,,,REFER BCU-792-176808,
6770001,12/02/2018,BLU/792/176448,07/12/2017,0004LCO-0008374,AXIS BANK LTD HIND ALUMINIUM,HAIL/CONDR/943/17-18,AXIS BANK LTD,CHHATTISGARH-WR TRANSMISSION LIMITED,INR,Y,3955134.33,4221450,0,4221450,10/12/2018,,360 Others,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792120218,UTIB0000004,,,,REFER BCU-176810,
6770001,12/02/2018,BLU/792/176451,07/12/2017,0004LCO-0008374,AXIS BANK LTD HIND ALUMINIUM,HAIL/CONDR/949/17-18,AXIS BANK LTD,CHHATTISGARH-WR TRANSMISSION LIMITED,INR,N,0,5908433,0,5908433,12/12/2018,,360 From AWB/BL Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792120218,UTIB0000004,,,,BCU/792/176814,
6770001,16/04/2018,BCU/792/187053,,,KOKUYO RIDDHI PAPER PRODUCTS PVT LTD,KR/EXP/2017-18/377,,PACIFIC INTERNATIONAL PAPER PRODUCTS  - LLC,USD,N,0,20202.55,0,20202.55,28/05/2018,,60 From AWB/BL Date,PAPERWOOD PRODUCTS,UNITED STATES OF AMERICA,3675234,22/03/2018,KR/EXP/17-18/377,,,INNSA1,USD,20202.55,H10792102341,,,,,,
6770001,15/05/2018,BCU/792/187188,,,KOKUYO RIDDHI PAPER PRODUCTS PVT LTD,KR/EXP/2018-19/016,,PACIFIC INTERNATIONAL PAPER PRODUCTS  - LLC,USD,N,0,20285.53,0,20285.53,20/06/2018,,60 From AWB/BL Date,PAPERWOOD PRODUCTS,UNITED STATES OF AMERICA,4317801,19/04/2018,KR/EXP/18-19/016,,,INNSA1,USD,20285.52,H10792102341,,,,,,
6770001,22/05/2018,BCU/792/187247,,,KOKUYO RIDDHI PAPER PRODUCTS PVT LTD,KR/EXP/2018-19/035,,PACIFIC INTERNATIONAL PAPER PRODUCTS  - LLC,USD,N,0,26955,0,26955,03/07/2018,,60 From AWB/BL Date,PAPERWOOD PRODUCTS,UNITED STATES OF AMERICA,4622386,03/05/2018,KR/EXP/18-19/035,,,INNSA1,USD,26955,H10792102341,,,,,,
6770001,15/02/2018,BCU/792/177424,,,KOKUYO RIDDHI PAPER PRODUCTS PVT LTD,KR/EXP/2017-18/322,,PACON CORPORATION,USD,N,0,35790.91,35163.43,627.480000000003,28/02/2018,,30 From AWB/BL Date,PAPERWOOD PRODUCTS,UNITED STATES OF AMERICA,2253797,17/01/2018,KR/EXP/2017-18/322,17/01/2018,,INNSA1,USD,35790.92,H10792102341,,,,,,
6770001,12/02/2018,BLU/792/176447,07/12/2017,0004LCO-0008374,AXIS BANK LTD HIND ALUMINIUM,HAIL/CONDR/934/17-18,AXIS BANK LTD,CHHATTISGARH-WR TRANSMISSION LIMITED,INR,Y,5536442.28,5909234,0,5909234,10/12/2018,,360 Others,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792120218,UTIB0000004,,,,REFER BCU-792-176809,
6770001,12/02/2018,BLU/792/176449,07/12/2017,0004LCO-0008374,AXIS BANK LTD HIND ALUMINIUM,HAIL/CONDR/953/17-18,AXIS BANK LTD,CHHATTISGARH-WR TRANSMISSION LIMITED,INR,N,0,8465999,0,8465999,10/12/2018,,360 From AWB/BL Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792120218,UTIB0000004,,,,BCU/792/176812,
6770001,12/02/2018,BLU/792/176450,07/12/2017,0004LCO-0008374,AXIS BANK LTD HIND ALUMINIUM,HAIL/CONDR/950/17-18,AXIS BANK LTD,CHHATTISGARH-WR TRANSMISSION LIMITED,INR,N,0,8442104,0,8442104,13/12/2018,,360 From AWB/BL Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792120218,UTIB0000004,,,,BCU/792/176813,
6770001,18/05/2018,BCU/792/185231,05/05/2018,0393ILC00005319,HINDALCO INDUSTRIES LTD,12319000197,ICICI BANK LTD.,PRECISION WIRES INDIA LTD,INR,N,0,13647491,0,13647491,09/07/2018,,60 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H30792001078,ICIC0000393,,IN,,,
6770001,12/02/2018,BLU/792/176445,07/12/2017,0004LCO-0008374,AXIS BANK LTD HIND ALUMINIUM,HAIL/CONDR/942/17-18,AXIS BANK LTD,CHHATTISGARH-WR TRANSMISSION LIMITED,INR,N,0,8465601,0,8465601,10/12/2018,,360 From AWB/BL Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792120218,UTIB0000004,,,,BCU/792/176807,
6770001,28/02/2018,BCU/792/176899,12/02/2018,005LM02180430003,TOSHIBA TRANSMISSION AND DISTRIBUTION SY,DDS17001054/1145,YES BANK LTD,ABB INDIA LIMITED,INR,N,0,11984935,0,11984935,16/07/2018,,150 Others,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792102367,YESB0000004,,IN,,,
6770001,28/02/2018,BCU/792/176897,12/02/2018,005LM02180430004,TOSHIBA TRANSMISSION AND DISTRIBUTION SY,DDS17001143,YES BANK LTD,ABB INDIA LIMITED,INR,N,0,5992468,0,5992468,16/07/2018,13/07/2018,150 Others,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792102367,YESB0000004,,IN,,,
6770001,28/02/2018,BCU/792/176898,12/02/2018,005LM02180430002,TOSHIBA TRANSMISSION AND DISTRIBUTION SY,DDS17001158,YES BANK LTD,ABB INDIA LIMITED,INR,N,0,5992468,0,5992468,16/07/2018,,150 Others,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792102367,YESB0000004,,IN,,,
6770001,08/05/2018,BLU/792/185046,15/03/2018,005LM02180740003,YES BANK HINDALCO INDUSTRIES LIMITED,12317001480,YES BANK LTD,ABB INDIA LIMITED,INR,N,0,16753276,0,16753276,22/06/2018,,90 From Invoice Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792252505,YESB0000004,,IN,,BCU/792/185047,
6770001,27/03/2018,BLU/792/176531,20/02/2018,005LM02180510004,YES BANK HINDALCO INDUSTRIES LIMITED,12317001394,YES BANK LTD,ABB INDIA LIMITED,INR,Y,10069769.49,10194449,0,10194449,28/05/2018,,90 After AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792252505,YESB0000004,,IN,,BCU/792/176924,
6770001,27/03/2018,BLU/792/176532,20/02/2018,005LM02180510012,YES BANK HINDALCO INDUSTRIES LIMITED,12317001404,YES BANK LTD,ABB INDIA LIMITED,INR,Y,5061086.56,5125798,0,5125798,30/05/2018,,90 From Invoice Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792252505,YESB0000004,,IN,,BCU/792/176943,
6770001,08/05/2018,BLU/792/185048,15/03/2018,005LM02180740003,YES BANK HINDALCO INDUSTRIES LIMITED,12317001474,YES BANK LTD,ABB INDIA LIMITED,INR,Y,13551373.86,13664584,0,13664584,19/06/2018,,90 From Invoice Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792252505,YESB0000004,,IN,,BCU/792/176996,
6770001,22/03/2018,BLU/792/176517,28/02/2018,005LM02180590005,YES BANK HINDALCO INDUSTRIES LIMITED,12317001425,YES BANK LTD,ABB INDIA LIMITED,INR,N,0,8771085,0,8771085,05/06/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792252505,YESB0000004,,IN,,BCU/792/176946,
6770001,22/03/2018,BLU/792/176516,28/02/2018,005LM02180590005,YES BANK HINDALCO INDUSTRIES LIMITED,12317001405,YES BANK LTD,ABB INDIA LIMITED,INR,N,0,7028211,0,7028211,30/05/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792252505,YESB0000004,,IN,,BCU/792/176942,
6770001,08/05/2018,BLU/792/185045,15/03/2018,005LM02180740003,YES BANK HINDALCO INDUSTRIES LIMITED,12317001493,YES BANK LTD,ABB INDIA LIMITED,INR,N,0,1714778,0,1714778,22/06/2018,,90 From Invoice Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792252505,YESB0000004,,IN,,BCU/792/185046,
6770001,27/03/2018,BLU/792/176530,20/02/2018,005LM02180510004,YES BANK HINDALCO INDUSTRIES LIMITED,12317001393,YES BANK LTD,ABB INDIA LIMITED,INR,N,0,15358922,0,15358922,25/05/2018,,90 From Invoice Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792252505,YESB0000004,,IN,,BCU/792/176923,
6770001,08/05/2018,BLU/792/185047,15/03/2018,005LM02180740003,YES BANK HINDALCO INDUSTRIES LIMITED,12317001479,YES BANK LTD,ABB INDIA LIMITED,INR,N,0,10252152,0,10252152,21/06/2018,,90 From Invoice Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792252505,YESB0000004,,IN,,BCU/792/185045,
6770001,07/05/2018,BCU/792/187161,06/04/2018,1CMLC614370,RICOH THERMAL MEDIA ASIA PACIFIC PVT LTD,EXPMT18001,UNITED OVERSEAS BANK LTD.                         SINGAPORE (ACU),TRANSAM INDUSTRIES PTE LTD.,USD,N,0,33922,0,33922,25/06/2018,25/06/2018,60 From AWB/BL Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,SINGAPORE,,,,,,,,,H10792102040,UOVBSGSGACU,,SG,,,
6770001,07/05/2018,BCU/792/187162,09/04/2018,1CMLC614407,RICOH THERMAL MEDIA ASIA PACIFIC PVT LTD,EXPMT18003,UNITED OVERSEAS BANK LTD.                         SINGAPORE (ACU),TRANSAM INDUSTRIES PTE LTD.,JPY,N,0,4280803,0,4280803,25/06/2018,25/06/2018,60 From AWB/BL Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,SINGAPORE,,,,,,,,,H10792102040,UOVBSGSGACU,,SG,,,
6770001,20/12/2017,BLU/792/176358,03/11/2017,4441ILC017017,PUNJAB NATIONAL BANK-TRANSRAIL LIGHTING,G315A/CHWRTL/R-C/TM/17,PUNJAB NATIONAL BANK,CHHATTISGARH-WR TRANSMISSION LIMITED,INR,Y,5355674.53,5561369,0,5561369,18/06/2018,,360 From AWB/BL Date,PROJECT GOODS,INDIA,,,,,,,,,H10792456321,PUNB0444100,,IN,,REFER BCU-176555,
6770001,08/03/2018,BLU/792/176481,04/08/2017,444ILC013417,PUNJAB NATIONAL BANK-TRANSRAIL LIGHTING,G317-AP-E-RA-16,PUNJAB NATIONAL BANK,CHHATTISGARH-WR TRANSMISSION LIMITED,INR,Y,6381819.04,6742594,0,6742594,15/11/2018,,360 From Invoice Date,MISC.MFG(THOSE NOT ALLOTTED ANY CODE),INDIA,,,,,,,,,H10792456321,PUNB0444100,,IN,,REFER BCU-176755,
6770001,27/12/2017,BLU/792/176379,03/11/2017,4441ILC017017,PUNJAB NATIONAL BANK-TRANSRAIL LIGHTING,G317/CHWRTL/a-p/TM/16,PUNJAB NATIONAL BANK,CHHATTISGARH-WR TRANSMISSION LIMITED,INR,Y,13716525.83,14335095,0,14335095,25/07/2018,,360 From AWB/BL Date,PROJECT GOODS,INDIA,,,,,,,,,H10792456321,PUNB0444100,,IN,,REFER BCU-792-176583,
6770001,08/03/2018,BLU/792/176483,04/08/2017,4441ILC013417,PUNJAB NATIONAL BANK-TRANSRAIL LIGHTING,G317-AP-E-RA-17,PUNJAB NATIONAL BANK,CHHATTISGARH-WR TRANSMISSION LIMITED,INR,Y,22934639.53,24345866,0,24345866,06/12/2018,,360 From Invoice Date,MISC.MFG(THOSE NOT ALLOTTED ANY CODE),INDIA,,,,,,,,,H10792456321,PUNB0444100,,IN,,REFER BCU-176757,
6770001,08/03/2018,BLU/792/176479,04/08/2017,4441ILC013417,PUNJAB NATIONAL BANK-TRANSRAIL LIGHTING,TLL/G-319B/VV/ERE/RA-18/19/RETN3/4,PUNJAB NATIONAL BANK,CHHATTISGARH-WR TRANSMISSION LIMITED,INR,Y,21427629.26,22659302,0,22659302,19/11/2018,,360 From Invoice Date,PROJECT GOODS,INDIA,,,,,,,,,H10792456321,PUNB0444100,,IN,,REFER BCU-176479,
6770001,14/03/2018,BLU/792/176501,04/08/2017,444ILC013417,PUNJAB NATIONAL BANK-TRANSRAIL LIGHTING,TLL/G319/SV/ERE/RE-13 -14 TLL/G319/SV/E/RETN-4 -5,PUNJAB NATIONAL BANK,CHHATTISGARH-WR TRANSMISSION LIMITED,INR,Y,6197017.43,6544409,0,6544409,19/11/2018,,360 From Invoice Date,MISC.MFG(THOSE NOT ALLOTTED ANY CODE),INDIA,,,,,,,,,H10792456321,PUNB0444100,,IN,,REFER BCU-792-176707,
6770001,28/12/2017,BLU/792/176381,05/08/2017,4441ILC013617,PUNJAB NATIONAL BANK-TRANSRAIL LIGHTING,TTL/G-320B/V-V/CIVIL/RA-18 -G-318/A-P/CIVIL/RA-14,PUNJAB NATIONAL BANK,CHHATTISGARH-WR TRANSMISSION LIMITED,INR,Y,3076870.74,3194362,0,3194362,25/06/2018,,360 From Invoice Date,PROJECT GOODS,INDIA,,,,,,,,,H10792456321,PUNB0444100,,IN,,BCU-792-176554,
6770001,08/03/2018,BLU/792/176478,05/08/2017,4441ILC013617,PUNJAB NATIONAL BANK-TRANSRAIL LIGHTING,TLL/G320C/VV/C/RA-19/TLL/G320B/VV/C/CN/01-06,PUNJAB NATIONAL BANK,CHHATTISGARH-WR TRANSMISSION LIMITED,INR,Y,25716522.17,27194723,0,27194723,19/11/2018,,360 From Invoice Date,PROJECT GOODS,INDIA,,,,,,,,,H10792456321,PUNB0444100,,IN,,REFER BCU-176709,
6770001,08/03/2018,BLU/792/176480,04/08/2017,444ILC013417,PUNJAB NATIONAL BANK-TRANSRAIL LIGHTING,G319A/GM/E/RA19,PUNJAB NATIONAL BANK,CHHATTISGARH-WR TRANSMISSION LIMITED,INR,Y,17685188.93,18701744,0,18701744,19/11/2018,,360 From Invoice Date,MISC.MFG(THOSE NOT ALLOTTED ANY CODE),INDIA,,,,,,,,,H10792456321,PUNB0444100,,IN,,REFER BCU-792-176734,
6770001,21/05/2018,BCU/792/187245,25/04/2018,001ILNR181060001,KOKUYO RIDDHI PAPER PRODUCTS PVT LTD,KR/EXP/2018-19/036 TO 040,DIAMOND TRUST BANK TANZANIA LIMITED,FREEDOM TRADERS,USD,N,0,84885.11,0,84885.11,09/08/2018,,90 From AWB/BL Date,PAPERWOOD PRODUCTS,TANZANIA,4724671,08/05/2018,KR/EXP/18-19/036,,,INNSA1,USD,17070.91,H10792102341,DTKETZTZXXX,,TZ,,,
6770001,21/05/2018,BCU/792/187245,25/04/2018,001ILNR181060001,KOKUYO RIDDHI PAPER PRODUCTS PVT LTD,KR/EXP/2018-19/036 TO 040,DIAMOND TRUST BANK TANZANIA LIMITED,FREEDOM TRADERS,USD,N,0,84885.11,0,84885.11,09/08/2018,,90 From AWB/BL Date,PAPERWOOD PRODUCTS,TANZANIA,4724712,08/05/2018,KR/EXP/18-19/037,,,INNSA1,USD,17070.91,H10792102341,DTKETZTZXXX,,TZ,,,
6770001,21/05/2018,BCU/792/187245,25/04/2018,001ILNR181060001,KOKUYO RIDDHI PAPER PRODUCTS PVT LTD,KR/EXP/2018-19/036 TO 040,DIAMOND TRUST BANK TANZANIA LIMITED,FREEDOM TRADERS,USD,N,0,84885.11,0,84885.11,09/08/2018,,90 From AWB/BL Date,PAPERWOOD PRODUCTS,TANZANIA,4750867,09/05/2018,KR/EXP/18-19/038,,,INNSA1,USD,17070.91,H10792102341,DTKETZTZXXX,,TZ,,,
6770001,16/04/2018,BLU/792/185013,27/03/2018,0403818LC0000185,STATE BANK OF INDIA-HINDALCO,12317001543,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,8470416.51,8595893,0,8595893,29/06/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792235687,SBININBB135,,IN,,BCU/792/185051,
6770001,11/05/2018,BLU/792/185061,05/04/2018,0403818LC0000202,STATE BANK OF INDIA-HINDALCO,12319000049,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,3205999.01,3249588,0,3249588,17/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792235687,SBININBB135,,IN,,BCU-792-185115,
6770001,31/03/2018,BLU/792/176547,08/03/2018,0403818LC0000144,STATE BANK OF INDIA-HINDALCO,12317001469,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,1689402.77,1714772,0,1714772,14/06/2018,,90 Others,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792235687,SBININBB135,,IN,,BCU/792/176986,
6770001,28/03/2018,BLU/792/176539,08/03/2018,0403818LC0000144,STATE BANK OF INDIA-HINDALCO,12317001454,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,5086109.49,5162486,0,5162486,11/06/2018,,90 Others,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792235687,SBININBB135,,IN,,BCU/792/176985,
6770001,10/05/2018,BLU/792/185063,05/04/2018,0403818LC0000202,STATE BANK OF INDIA-HINDALCO,12319000081,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,4824956.52,4891535,0,4891535,18/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792235687,SBININBB135,,IN,,BCU/792/185117,
6770001,10/05/2018,BLU/792/185065,13/04/2018,0403818LC0000251,STATE BANK OF INDIA-HINDALCO,12319000083,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,6502482.37,6596166,0,6596166,21/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792235687,SBININBB135,,IN,,BCU/792/185122,
6770001,10/05/2018,BLU/792/185070,13/04/2018,0403818LC0000251,STATE BANK OF INDIA-HINDALCO,12319000108,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,3272333.4,3321473,0,3321473,24/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792235687,SBININBB135,,IN,,BCU/792/185139,
6770001,10/05/2018,BLU/792/185072,05/04/2018,0403818LC0000202,STATE BANK OF INDIA-HINDALCO,12319000048,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,3222761.1,3265925,0,3265925,16/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792235687,SBININBB135,,IN,,BCU/792/185118,
6770001,22/05/2018,BCU/792/185247,03/05/2018,0029ILCIS0010218`,HINDALCO INDUSTRIES LTD,12619000099,BANK OF BARODA,M/S TAMRA DHATU UDYOG PVT LTD,INR,N,0,3521666,0,3521666,09/08/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H30792001078,BARB0INDIAE,,IN,,,
6770001,10/05/2018,BLU/792/185060,05/04/2018,0403818LC0000202,HINDALCO INDUSTRIES LTD,12319000050,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,3218786.69,3263202,0,3263202,18/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H30792001078,SBININBB135,,IN,,BCU/792/185114,
6770001,17/05/2018,BCU/792/185219,27/04/2018,0029ILCIS0010118,HINDALCO INDUSTRIES LTD,12319000136,BANK OF BARODA,M/S TAMRA DHATU UDYOG PVT LTD,INR,N,0,13903312,0,13903312,30/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H30792001078,BARB0INDIAE,,IN,,,
6770001,17/05/2018,BCU/792/185220,27/04/2018,0029ILCIS0010118,HINDALCO INDUSTRIES LTD,12319000166,BANK OF BARODA,M/S TAMRA DHATU UDYOG PVT LTD,INR,N,0,11464461,0,11464461,30/07/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H30792001078,BARB0INDIAE,,IN,,,
6770001,26/03/2018,BLU/792/176529,01/03/2018,0403818LC0000133,STATE BANK OF INDIA-HINDALCO,12317001441,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,N,0,3448062,0,3448062,11/06/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792235687,SBININBB135,,IN,,BCU/792/176958,
6770001,31/03/2018,BLU/792/176549,08/03/2018,0403818LC0000144,STATE BANK OF INDIA-HINDALCO,12317001470,STATE BANK OF INDIA,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,INR,Y,3387834.72,3441465,0,3441465,18/06/2018,,90 From Invoice Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H10792235687,SBININBB135,,IN,,BCU/792/176999,
6770001,08/05/2018,BLU/792/185044,26/03/2018,005LM02180850001,YES BANK HINDALCO INDUSTRIES LIMITED,12317001495,YES BANK LTD,ABB INDIA LIMITED,INR,N,0,22398349,0,22398349,27/06/2018,,90 From Invoice Date,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792252505,YESB0000004,,IN,,bcu/792/185048,
6770001,20/03/2018,BCU/792/176973,,,AZBIL INDIA PRIVATE LIMITED,TI/AP/17-18/055,STATE BANK OF TRAVANCORE,INSTRUMENTATION LIMITED,INR,N,0,755790,0,755790,10/04/2018,,25 Others,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792101468,SBTR0000176,,IN,,,
6770001,20/03/2018,BCU/792/176965,28/02/2018,005LM02180590005,HINDALCO INDUSTRIES LTD,12317001449,YES BANK LTD,ABB INDIA LIMITED,INR,N,0,1756025,0,1756025,11/06/2018,,90 From AWB/BL Date,MANUFACTURES OF METALS,INDIA,,,,,,,,,H30792001078,YESB0000004,,IN,,,
6770001,04/05/2018,BCU/792/185157,06/03/2018,INLA04431800137,JFE SHOJI STEEL INDIA PRIVATE LIMITED,00009/00010/00011/00012,CORPORATION BANK -,CG POWER AND INDUSTRIAL SOLUTIONS LTD.,INR,N,0,4101959.07,0,4101959.07,03/07/2018,03/07/2018,90 Others,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792101701,CORPINBB502,,IN,,,
6770001,01/03/2018,BCU/792/176903,22/01/2018,INLA04431800053,JFE SHOJI STEEL INDIA PRIVATE LIMITED,01896,CORPORATION BANK -,CG POWER AND INDUSTRIAL SOLUTIONS LTD.,INR,N,0,3896324.01,0,3896324.01,02/05/2018,02/05/2018,90 Others,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792101701,CORPINBB502,,IN,,,
6770001,04/05/2018,BCU/792/185160,06/03/2018,INLA04431800137,JFE SHOJI STEEL INDIA PRIVATE LIMITED,00085,CORPORATION BANK -,CG POWER AND INDUSTRIAL SOLUTIONS LTD.,INR,N,0,327447.29,0,327447.29,10/07/2018,10/07/2018,90 Others,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792101701,CORPINBB502,,IN,,,
6770001,20/03/2018,BCU/792/176970,22/01/2018,INLA04431800053,JFE SHOJI STEEL INDIA PRIVATE LIMITED,02075,CORPORATION BANK -,CG POWER AND INDUSTRIAL SOLUTIONS LTD.,INR,N,0,528410.49,0,528410.49,22/05/2018,22/05/2018,90 Others,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792101701,CORPINBB502,,IN,,,
6770001,24/04/2018,BCU/792/185105,17/02/2018,INLA04431800104,JFE SHOJI STEEL INDIA PRIVATE LIMITED,02422 TO 02427,CORPORATION BANK -,CG POWER AND INDUSTRIAL SOLUTIONS LTD.,INR,N,0,1478162.4,0,1478162.4,03/07/2018,03/07/2018,90 Others,MACHINE TOOLS- MACHINERY AND INSTRUMENT,INDIA,,,,,,,,,H10792101701,CORPINBB502,,IN,,,
